study,year,sse_model,model_no,trait_level_1,trait_level_2,trait_level_3,trait_level_4,trait_level_5,trait_level_6,character_state,putative_ancestral_state,clade,level,order,family,div_inc,sp_inc,ext_inc,no_markers,no_plastid,no_nuclear,no_mito,age,age_inferred,tips,perc_sampling,sampling_per_state,samples_per_state,transition_direction,transition_rate,div_rate
Elliott_et_al_Global_dispersal_and_diversification_of_the_genus_Schoenus_(Cyperaceae)_from_the_Western_Australian_biodiversity_hotspot,2021,GeoHiSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Fynbos+Kwongan,1,Schoenus,Genus,Poales,Cyperaceae,0,,,6,4,2,0,52.8,1,109,0.72,0.73,75,,,
Elliott_et_al_Global_dispersal_and_diversification_of_the_genus_Schoenus_(Cyperaceae)_from_the_Western_Australian_biodiversity_hotspot,2021,GeoHiSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-Fynbos+Kwongan,0,Schoenus,Genus,Poales,Cyperaceae,0,,,6,4,2,0,52.8,1,109,0.72,0.66,34,,,
Estep_et_al_2014_Allopolyploidy_diversification_and_the_Miocene_g.txt,2014,BiSSE,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Diploid,1,Andropogoneae,Tribe,Poales,Poaceae,1,0,0,4,0,4,0,22,1,102,0.08,,69,,,0.326688
Estep_et_al_2014_Allopolyploidy_diversification_and_the_Miocene_g.txt,2014,BiSSE,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Polyploid,0,Andropogoneae,Tribe,Poales,Poaceae,0,1,1,4,0,4,0,22,1,102,0.08,,33,,,0.2550917
Fernández_Mazuecos_et_al_2013_Corolla_morphology_influences_diversification_rate.txt,2013,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Narrow corollas,1,Linaria sect. Versicolores,Genus,Lamiales,Plantaginaceae,0,0,0,4,3,1,0,6,1,29,0.9666666667,,7,Broad tube TO Narrow tube,0.55,0
Fernández_Mazuecos_et_al_2013_Corolla_morphology_influences_diversification_rate.txt,2013,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Wide corollas,0,Linaria sect. Versicolores,Genus,Lamiales,Plantaginaceae,1,0,0,4,3,1,0,6,1,29,0.9666666667,,22,Narrow tube TO Broad tube,0.25,2
Fernández_Mazuecos_et_al_2019_Macroevolutionary_dynamics_of_nectar_spurs_a_key.txt,2019,FiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,Nectar spur,0,Antirrhineae,Tribe,Lamiales,Plantaginaceae,0,0,0,3,2,1,0,47.5,1,304,0.61,,218,,,
Fernández_Mazuecos_et_al_2019_Macroevolutionary_dynamics_of_nectar_spurs_a_key.txt,2019,FiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,No spur,1,Antirrhineae,Tribe,Lamiales,Plantaginaceae,0,0,0,3,2,1,0,47.5,1,304,0.61,,86,,,
Fernández_Mazuecos_et_al_2019_Macroevolutionary_dynamics_of_nectar_spurs_a_key.txt,2019,HiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,Nectar spur,0,Antirrhineae,Tribe,Lamiales,Plantaginaceae,1,1,0,3,2,1,0,47.5,1,304,0.61,,218,,,0.4
Fernández_Mazuecos_et_al_2019_Macroevolutionary_dynamics_of_nectar_spurs_a_key.txt,2019,HiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,No spur,1,Antirrhineae,Tribe,Lamiales,Plantaginaceae,0,0,1,3,2,1,0,47.5,1,304,0.61,,86,,,0.08
Fernández_Mazuecos_et_al_2019_Macroevolutionary_dynamics_of_nectar_spurs_a_key.txt,2019,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,Nectar spur,0,Antirrhineae,Tribe,Lamiales,Plantaginaceae,1,1,,3,2,1,0,47.5,1,304,0.61,,218,No spur TO Spur,0.0889,0.263
Fernández_Mazuecos_et_al_2019_Macroevolutionary_dynamics_of_nectar_spurs_a_key.txt,2019,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,Reward,No spur,1,Antirrhineae,Tribe,Lamiales,Plantaginaceae,0,0,,3,2,1,0,47.5,1,304,0.61,,86,Spur TO No spur,0.0222,0.142
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Inflorescence,Inflorescence,Cymule condensation,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,25,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Inflorescence,Inflorescence,No Cymule condensation,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,43,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Puberulent indumentum,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,53,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Villous indumentum,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,15,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerSymmetry,Hypanthium non-zygomorphy,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,46,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerSymmetry,Hypanthium zygomorphy,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,22,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Long hypanthium,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,41,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Short hypanthium,1,Heuchera,Genus,Saxifragales,Saxifragaceae,1,1,0,6,0,6,0,NA,0,68,0.9069767442,,27,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,5,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Stamen exserted,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,31,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,5,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Stamen included,0,Heuchera,Genus,Saxifragales,Saxifragaceae,1,1,0,6,0,6,0,NA,0,68,0.9069767442,,37,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,6,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Female,Pistil,Long Style,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,48,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,6,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Female,Pistil,Short style,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,20,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,7,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Diploid,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,60,,,2.1419375
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,7,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Polyploid,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,8,,,0.10803
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,8,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Leaf variegation absence,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,51,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,8,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Leaf variegation presence,0,Heuchera,Genus,Saxifragales,Saxifragaceae,1,1,0,6,0,6,0,NA,0,68,0.9069767442,,17,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,9,Intrinsic,Vegetative,Morphology,MorphoOther,MorphoOther,MorphoOther,acaulescent,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,28,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,9,Intrinsic,Vegetative,Morphology,MorphoOther,MorphoOther,MorphoOther,Subcaulescent,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,40,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,10,Intrinsic,Reproduction,Post-mating,SeedMorpho,SeedShape,SeedShape,Seeds not ornamented,0,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,4,,,
Folk_and_Freudenstein_2014_Phylogenetic_relationships_and_character_evolution.txt,2014,BiSSE,10,Intrinsic,Reproduction,Post-mating,SeedMorpho,SeedShape,SeedShape,Seeds ornamented,1,Heuchera,Genus,Saxifragales,Saxifragaceae,0,0,0,6,0,6,0,NA,0,68,0.9069767442,,64,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,ex-Greater cape region,0,Lapeirousia,Genus,Asparagales,Iridaceae,0,0,0,11,10,1,0,NA,0,26,0.9259259259,,4,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Greater Cape region,1,Lapeirousia,Genus,Asparagales,Iridaceae,1,1,0,11,10,1,0,NA,0,26,0.9259259259,,24,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,GeoSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,ex-Greater cape region,0,Lapeirousia Clade,Genus,Asparagales,Iridaceae,0,0,0,11,10,1,0,NA,0,50,0.9259259259,,15,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,GeoSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Greater Cape region,1,Lapeirousia Clade,Genus,Asparagales,Iridaceae,1,1,0,11,10,1,0,NA,0,50,0.9259259259,,35,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,MuSSE,3,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Bee pollination,0,Lapeirousia,Genus,Asparagales,Iridaceae,0,0,0,11,10,1,0,NA,0,26,0.9259259259,,4,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,MuSSE,3,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Generalist pollinated,0,Lapeirousia,Genus,Asparagales,Iridaceae,0,0,0,11,10,1,0,NA,0,26,0.9259259259,,4,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,MuSSE,3,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Long proboscid fly pollinated,1,Lapeirousia,Genus,Asparagales,Iridaceae,0,0,0,11,10,1,0,NA,0,26,0.9259259259,,4,,,
Forest_et_al_2014_Pollinator_shifts_as_triggers_of_speciation_in_pai.txt,2014,MuSSE,3,Interactions,Pollination,Pollination,Pollination,Pollination,Pollination,Sphingid moth pollinated,0,Lapeirousia,Genus,Asparagales,Iridaceae,0,0,0,11,10,1,0,NA,0,26,0.9259259259,,14,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Beaked fruit,1,Peperomia Foreground,Genus,Piperales,Piperaceae,1,,,1,1,0,0,NA,0,34,0.07098381071,,29,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Pointed fruit,0,Peperomia Foreground,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,34,0.07098381071,,5,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-sticky fruit,0,Peperomia Foreground,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,34,0.07098381071,,0,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Sticky fruit,1,Peperomia Foreground,Genus,Piperales,Piperaceae,1,,,1,1,0,0,NA,0,34,0.07098381071,,34,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Pseudopedicel,1,Peperomia Foreground,Genus,Piperales,Piperaceae,1,,,1,1,0,0,NA,0,34,0.07098381071,,34,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,3,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Sessile,0,Peperomia Foreground,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,34,0.07098381071,,0,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,4,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Epiphyte,1,Peperomia Foreground,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,34,0.07098381071,,4,,,27.67
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,4,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Terrestrial,0,Peperomia Foreground,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,34,0.07098381071,,30,,,21.55
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,5,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Beaked fruit,0,Peperomia Background,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,80,0.07098381071,,25,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,5,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Pointed fruit,1,Peperomia Background,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,80,0.07098381071,,55,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,6,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-sticky fruit,1,Peperomia Background,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,80,0.07098381071,,39,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,6,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Sticky fruit,0,Peperomia Background,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,80,0.07098381071,,41,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,7,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Pseudopedicel,0,Peperomia Background,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,80,0.07098381071,,8,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,7,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Sessile,1,Peperomia Background,Genus,Piperales,Piperaceae,1,,,1,1,0,0,NA,0,80,0.07098381071,,72,,,
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,8,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Epiphyte,0,Peperomia Background,Genus,Piperales,Piperaceae,1,,,1,1,0,0,NA,0,80,0.07098381071,,38,,,11.37
Frenzke_et_al_2016_Evolution_of_epiphytism_and_fruit_traits_act_uneve.txt,2016,BiSSE,8,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Terrestrial,1,Peperomia Background,Genus,Piperales,Piperaceae,0,,,1,1,0,0,NA,0,80,0.07098381071,,42,,,5.35
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,New world,0,Epidendroideae,Subfamily,Asparagales,Orchidaceae,1,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Old World,1,Epidendroideae,Subfamily,Asparagales,Orchidaceae,0,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Cellular pollinium stalk absence,1,Epidendroideae,Subfamily,Asparagales,Orchidaceae,0,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Cellular pollinium stalk presence,0,Epidendroideae,Subfamily,Asparagales,Orchidaceae,1,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Early anther inflexion absence,1,Epidendroideae,Subfamily,Asparagales,Orchidaceae,0,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Early anther inflexion presence,0,Epidendroideae,Subfamily,Asparagales,Orchidaceae,1,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Superposed pollinia absence,1,Epidendroideae,Subfamily,Asparagales,Orchidaceae,0,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Superposed pollinia presence,0,Epidendroideae,Subfamily,Asparagales,Orchidaceae,1,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,5,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Epiphyte,0,Epidendroideae,Subfamily,Asparagales,Orchidaceae,1,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freudenstein_and_Chase_2015_Phylogenetic_relationships_in_Epidendroideae_Orch.txt,2015,BiSSE,5,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Terrestrial,1,Epidendroideae,Subfamily,Asparagales,Orchidaceae,0,,,8,5,2,1,NA,0,312,0.01576952237,,,,,
Freyman_and_Höhna_2019_Stochastic_character_mapping_of_state_dependent_di.txt,2019,HiSSE,1,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Self-compatibility,0,Onagraceae,Family,Myrtales,Onagraceae,0,1,1,8,7,1,0,98.8,1,292,0.45,,213,Self-incompatable TO Self-compatable,0.22,0.035
Freyman_and_Höhna_2019_Stochastic_character_mapping_of_state_dependent_di.txt,2019,HiSSE,1,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Self-incompatibility,1,Onagraceae,Family,Myrtales,Onagraceae,1,0,0,8,7,1,0,98.8,1,292,0.45,,56,Self-compatable TO Self-incompatable,0,0.34
Gamisch_et_al_2015_Multiple_independent_origins_of_auto_pollination_i.txt,2015,BiSSE,1,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Outcrossing,1,Bulbophyllum,Genus,Asparagales,Orchidaceae,1,1,0,8,5,3,0,5.3,1,30,0.9375,,20,Selfing TO Outcrossing,0,0.68
Gamisch_et_al_2015_Multiple_independent_origins_of_auto_pollination_i.txt,2015,BiSSE,1,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Selfing,0,Bulbophyllum,Genus,Asparagales,Orchidaceae,0,0,0,8,5,3,0,5.3,1,30,0.9375,,8,Outcrossing TO Selfing,0.21,0
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Herkogamous flowers,1,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,1,9,6,3,0,18.428,1,356,0.19,,299,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Non-herkogamous flowers,0,Miconieae,Tribe,Myrtales,Melastomataceae,1,0,0,9,6,3,0,18.428,1,356,0.19,,35,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Asymmetric/monosymmetric anthers,1,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,102,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,2,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Polysymmetric anthers,0,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,244,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Filament monosymmetric,,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,68,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Filament polysymmetric,,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,279,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Anther/petal color contrast,0,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,196,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,No anther/petal color contrast,1,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,153,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,5,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Female,Pistil,Curved style,1,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,216,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,5,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Female,Pistil,Straight style,0,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,129,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,6,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Female,Pistil,Away-from-axis style,1,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,175,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,6,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Female,Pistil,Upward style,0,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,168,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,7,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Broad/rimose pores,0,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,76,,,
Gavrutenko_et_al_2020_Evolution_of_Floral_Morphology_and_Symmetry_in_the.txt,2020,HiSSE,7,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Minute pores,1,Miconieae,Tribe,Myrtales,Melastomataceae,0,0,0,9,6,3,0,18.428,1,356,0.19,,266,,,
